,Drug_ID,Protein_ID,label
4629,DB00967,DB00727,0
4630,Q16671,Q9UBS5,0
4631,DB04142,P16870,0
4632,DB01065,DB01079,0
4633,DB06335,DB02311,0
4634,DB05213,DB04260,0
4635,DB02994,DB08877,0
4636,DB00845,Q9UK17,0
4637,O00182,P11388,0
4638,DB00390,P51172,0
4639,DB02211,DB07303,0
4640,DB06211,Q14654,0
4641,DB08536,DB00645,0
4642,DB09068,DB05361,0
4643,Q15788,DB06837,0
4644,Q15825,DB00055,0
4645,P49354,DB01404,0
4646,DB06837,P78508,0
4647,DB01347,DB08082,0
4648,P08174,P01133,0
4649,P03915,DB01219,0
4650,DB07034,DB00750,0
4651,DB08135,DB08804,0
4652,P01579,DB06878,0
4653,Q9NXE4,Q14749,0
4654,P22352,P20815,0
4655,DB04509,Q5JPH6,0
4656,DB05157,DB08996,0
4657,Q16718,DB02292,0
4658,P49419,DB06857,0
4659,DB01738,P13727,0
4660,Q02221,Q16706,0
4661,DB08733,DB06963,0
4662,DB04163,DB01289,0
4663,DB02931,DB04446,0
4664,DB00570,DB07870,0
4665,DB09063,P35558,0
4666,DB07627,DB06887,0
4667,Q9Y698,P28472,0
4668,P54317,DB01597,0
4669,P01374,DB08875,0
4670,Q96C24,DB03486,0
4671,DB09330,DB07522,0
4672,DB00042,Q13183,0
4673,DB06766,P19224,0
4674,P36405,P11926,0
4675,DB02426,Q8IVL5,0
4676,Q86XF0,DB08896,0
4677,DB03643,DB04845,0
4678,DB04325,Q15067,0
4679,DB08389,DB04367,0
4680,O95932,DB07167,0
4681,DB00011,DB02046,0
4682,DB07895,P01019,0
4683,DB07314,DB00415,0
4684,DB07746,DB01454,0
4685,DB04253,DB03294,0
4686,P20813,DB06940,0
4687,DB07383,DB01047,0
4688,P16444,P34896,0
4689,DB00344,DB08170,0
4690,DB07489,P05121,0
4691,DB00963,DB02080,0
4692,DB04197,DB04117,0
4693,DB02034,DB02670,0
4694,DB00335,Q9NQS7,0
4695,DB04216,Q96NX5,0
4696,DB01766,DB08672,0
4697,DB00416,DB02701,0
4698,P48448,DB04753,0
4699,DB07842,DB01717,0
4700,Q9BZZ2,DB06774,0
4701,DB02628,P11488,0
4702,DB02679,Q14494,0
4703,DB02778,P41240,0
4704,DB00440,DB04307,0
4705,DB03925,P51687,0
4706,DB00497,DB02215,0
4707,DB02889,O60779,0
4708,DB03951,DB00133,0
4709,O43272,DB03153,0
4710,DB01239,DB08776,0
4711,Q9UI33,DB07227,0
4712,DB08675,DB07078,0
4713,DB01427,Q9UK23,0
4714,P12821,DB00663,0
4715,P19438,DB04126,0
4716,DB01347,DB02217,0
4717,DB02341,Q6L8H2,0
4718,DB05413,DB07658,0
4719,DB04838,DB04680,0
4720,O14561,DB01099,0
4721,DB00536,P05546,0
4722,P09488,DB04959,0
4723,DB05238,DB03918,0
4724,Q9UKL6,DB01363,0
4725,DB00052,P00395,0
4726,DB05849,DB00610,0
4727,DB04837,DB03721,0
4728,DB03642,Q16654,0
4729,DB06976,DB01858,0
4730,DB00659,P14416,0
4731,P14625,DB04351,0
4732,DB01254,P48061,0
4733,DB05162,DB00325,0
4734,DB08590,Q06609,0
4735,Q12797,DB01018,0
4736,DB07668,DB00470,0
4737,DB01919,DB00722,0
4738,DB03490,DB01664,0
4739,P41235,DB04348,0
4740,P05129,DB04845,0
4741,DB08066,DB04854,0
4742,P25098,DB03424,0
4743,DB01280,DB00922,0
4744,DB07955,DB08737,0
4745,DB03233,DB07969,0
4746,DB00439,P48728,0
4747,DB00281,DB01429,0
4748,Q6PI48,DB03067,0
4749,DB04249,Q13233,0
4750,DB03744,DB06856,0
4751,DB00433,DB08530,0
4752,P48065,DB04676,0
4753,DB07330,DB08320,0
4754,DB02843,Q96DP5,0
4755,DB04069,DB07979,0
4756,DB05042,P22459,0
4757,DB00839,Q15758,0
4758,P01374,DB01463,0
4759,P00414,DB04604,0
4760,DB00189,P48552,0
4761,DB00511,DB05127,0
4762,DB07900,DB08888,0
4763,DB03951,DB02155,0
4764,DB07897,P11498,0
4765,DB00071,O95178,0
4766,DB04464,DB00028,0
4767,DB07243,DB01382,0
4768,DB08693,DB06804,0
4769,DB08813,DB00619,0
4770,DB04906,DB03802,0
4771,P48507,DB07790,0
4772,DB01565,DB04709,0
4773,DB01010,Q9NSA2,0
4774,DB03459,DB02610,0
4775,P21589,DB03451,0
4776,DB05796,DB01104,0
4777,DB00115,Q96F10,0
4778,P11717,Q7Z2H8,0
4779,DB09102,DB00941,0
4780,O43174,P21266,0
4781,DB07974,DB00914,0
4782,DB00702,DB03496,0
4783,DB08403,DB01134,0
4784,P24310,DB06846,0
4785,Q13093,DB02603,0
4786,DB05213,DB02218,0
4787,DB03093,O00469,0
4788,DB07255,DB08330,0
4789,DB02071,P21283,0
4790,DB04776,DB01818,0
4791,DB04661,DB07202,0
4792,DB08285,DB06684,0
4793,DB06843,P11137,0
4794,DB00623,DB05759,0
4795,DB06211,DB01338,0
4796,DB01176,DB01131,0
4797,DB05308,DB07900,0
4798,DB06981,O43617,0
4799,DB08241,DB00069,0
4800,DB01113,P08172,0
4801,DB01011,P22459,0
4802,DB01188,DB00140,0
4803,DB01199,DB06738,0
4804,P01859,DB01643,0
4805,DB05785,DB00356,0
4806,Q8NFA2,DB00802,0
4807,DB03791,P10253,0
4808,P10644,Q96QU6,0
4809,DB00480,DB01831,0
4810,P04150,DB04675,0
4811,DB09280,DB08877,0
4812,P43007,O14649,0
4813,DB02323,P07737,0
4814,P61626,DB01034,0
4815,P61313,P53597,0
4816,DB00941,DB01047,0
4817,DB08896,DB07378,0
4818,Q92843,P25024,0
4819,DB05501,P11216,0
4820,DB08763,P19623,0
4821,P20645,Q15796,0
4822,DB04522,DB00708,0
4823,DB00989,Q96RD7,0
4824,DB00883,DB02875,0
4825,DB07848,DB00552,0
4826,P00734,DB02329,0
4827,P29323,P34995,0
4828,DB05816,DB01619,0
4829,DB04974,DB01832,0
4830,DB01014,DB04836,0
4831,P00742,DB04002,0
4832,Q9H306,P62829,0
4833,DB03495,P25705,0
4834,DB03577,DB03370,0
4835,Q9UGJ0,DB04090,0
4836,DB01436,DB05235,0
4837,DB07317,DB01144,0
4838,DB05146,DB04397,0
4839,DB05367,DB00179,0
4840,DB04659,P55196,0
4841,Q03181,DB00183,0
4842,DB00757,DB07388,0
4843,DB03867,P46439,0
4844,P04271,DB05147,0
4845,DB08605,DB00835,0
4846,P22413,DB00918,0
4847,Q9NXG6,DB02901,0
4848,DB00168,DB00614,0
4849,DB02697,DB08614,0
4850,P49747,DB00554,0
4851,O14717,P04053,0
4852,DB04771,P00395,0
4853,DB07001,DB08420,0
4854,DB01129,DB04407,0
4855,P23378,DB02018,0
4856,DB06800,P03956,0
4857,DB06203,P0CG48,0
4858,P04818,DB08890,0
4859,DB00966,DB04316,0
4860,P11177,P29275,0
4861,DB04140,Q9BW91,0
4862,DB08546,DB02621,0
4863,DB04821,DB05065,0
4864,DB01118,P23560,0
4865,DB06927,DB03073,0
4866,DB07855,Q9UBQ6,0
4867,P05556,DB08562,0
4868,DB09217,DB00600,0
4869,DB01442,DB02656,0
4870,P50406,DB01144,0
4871,DB05507,O60840,0
4872,DB07623,DB04233,0
4873,DB06967,DB04633,0
4874,Q96I15,DB09079,0
4875,DB02282,P34741,0
4876,P14550,P49585,0
4877,DB08287,P09884,0
4878,DB07787,P55157,0
4879,DB04903,Q13698,0
4880,DB01256,Q9BQE3,0
4881,DB08040,DB08169,0
4882,DB07847,DB07377,0
4883,DB08022,DB00909,0
4884,DB01205,DB00801,0
4885,DB03703,DB05049,0
4886,DB06888,DB07829,0
4887,Q2M3G0,DB07079,0
4888,DB07959,DB04967,0
4889,DB01712,DB08658,0
4890,P16442,DB08507,0
4891,Q14123,P09622,0
4892,P07195,DB04957,0
4893,DB08175,P01138,0
4894,Q14832,Q9NP56,0
4895,DB03612,DB04224,0
4896,P16471,DB00047,0
4897,DB00770,DB06738,0
4898,DB05486,DB07514,0
4899,DB07585,DB07013,0
4900,DB06764,DB00475,0
4901,DB03417,Q6NUM9,0
4902,P22310,DB08661,0
4903,DB07653,Q8TCT1,0
4904,DB00528,P35869,0
4905,DB05816,DB05366,0
4906,Q969P6,DB00180,0
4907,DB01278,DB04850,0
4908,Q86XF0,P35626,0
4909,O14983,DB04355,0
4910,Q96C36,P17544,0
4911,DB08054,DB08254,0
4912,Q99624,DB07991,0
4913,DB06969,DB05740,0
4914,DB01077,DB07385,0
4915,P28702,DB03016,0
4916,DB05069,DB01129,0
4917,DB04770,DB01597,0
4918,P00352,DB03690,0
4919,DB08067,DB02638,0
4920,DB08486,DB07520,0
4921,DB03040,DB00178,0
4922,DB07851,DB08520,0
4923,DB06868,DB04902,0
4924,DB01029,DB02016,0
4925,Q96RP8,DB03292,0
4926,DB05259,DB02218,0
4927,DB02660,DB02068,0
4928,Q9UM07,P05305,0
4929,DB06262,DB03595,0
4930,DB05197,Q8IZS8,0
4931,P37288,Q9HAB3,0
4932,DB00143,DB05177,0
4933,DB04012,DB06414,0
4934,DB07862,P12236,0
4935,DB01200,DB08054,0
4936,P49368,DB00396,0
4937,DB05087,P05067,0
4938,DB02491,DB08737,0
4939,P02689,DB01535,0
4940,DB00765,DB04789,0
4941,P42684,DB03988,0
4942,O95190,DB07219,0
4943,P52848,P23434,0
4944,DB04775,Q8WU03,0
4945,Q5NUL3,P49146,0
4946,DB05259,DB06929,0
4947,O14792,Q99735,0
4948,DB03039,P08246,0
4949,DB00268,P18507,0
4950,DB08224,DB06947,0
4951,P19793,DB00799,0
4952,Q9H2M3,DB03245,0
4953,DB07596,DB01055,0
4954,P22607,DB06835,0
4955,DB00418,Q02928,0
4956,DB07242,P53582,0
4957,DB00693,DB08493,0
4958,DB01278,P62491,0
4959,DB00425,DB04417,0
4960,DB07731,Q96BI3,0
4961,DB07441,DB00004,0
4962,P17931,DB08230,0
4963,DB07197,Q9Y694,0
4964,DB05736,DB00086,0
4965,DB02716,Q02641,0
4966,DB07991,DB03575,0
4967,DB07479,DB03696,0
4968,DB07653,DB02236,0
4969,DB02569,Q92993,0
4970,Q8N9I0,P17658,0
4971,P02741,DB05155,0
4972,DB00151,DB04066,0
4973,DB01558,P50747,0
4974,DB01063,Q92993,0
4975,P35499,DB07839,0
4976,DB08503,DB07010,0
4977,DB07849,DB00264,0
4978,DB00161,DB00094,0
4979,DB04894,DB07020,0
4980,DB01481,P22314,0
4981,DB00623,DB01361,0
4982,DB04997,DB02193,0
4983,Q8NE62,DB01181,0
4984,P14598,Q8IYQ7,0
4985,DB02671,DB01341,0
4986,DB04816,DB08257,0
4987,P35557,DB01177,0
4988,DB03703,DB08052,0
4989,DB03487,DB07550,0
4990,DB07063,DB03044,0
4991,DB07907,DB01079,0
4992,DB01160,Q13363,0
4993,DB06822,P07949,0
4994,P35368,DB08510,0
4995,DB00896,P52569,0
4996,P60981,DB08745,0
4997,DB08168,DB03597,0
4998,DB00741,DB02288,0
4999,P24347,DB00524,0
5000,DB06147,P31994,0
5001,DB00821,DB00769,0
5002,DB02044,DB04250,0
5003,DB07677,P54802,0
5004,Q96RP8,Q07869,0
5005,DB00524,DB06695,0
5006,DB08848,DB07248,0
5007,DB07161,P51692,0
5008,DB07288,P19652,0
5009,DB00964,DB07983,0
5010,Q96RQ9,DB07377,0
5011,DB00107,DB04278,0
5012,DB04664,DB03666,0
5013,DB07700,P14735,0
5014,Q8NE62,P11509,0
5015,DB05341,P28065,0
5016,DB08164,DB00392,0
5017,P34741,DB00370,0
5018,DB01158,Q02928,0
5019,Q9NP99,Q8IUR0,0
5020,DB03642,P80075,0
5021,DB02177,P02776,0
5022,DB04828,DB00217,0
5023,DB00491,DB07592,0
5024,Q9UBM7,DB02762,0
5025,DB00401,P45880,0
5026,O14672,DB07874,0
5027,DB02796,DB01745,0
5028,DB08363,DB01998,0
5029,DB00958,DB00147,0
5030,DB00829,DB02089,0
5031,Q16775,P21462,0
5032,P11226,DB01224,0
5033,DB08692,DB02744,0
5034,DB05184,DB00451,0
5035,DB03606,DB01101,0
5036,DB07318,DB07930,0
5037,P50750,Q15075,0
5038,P24347,P49619,0
5039,DB07741,DB00865,0
5040,O75865,DB04112,0
5041,Q9UBM7,P16389,0
5042,P68363,DB03179,0
5043,DB01589,DB04957,0
5044,DB02419,DB00629,0
5045,DB03753,DB02001,0
5046,Q96HD9,Q13639,0
5047,P43155,P27144,0
5048,DB07903,DB00865,0
5049,DB00461,DB00674,0
5050,DB07639,DB02936,0
5051,DB00455,DB06441,0
5052,DB07277,DB00984,0
5053,DB01761,P78527,0
5054,DB02358,Q99735,0
5055,P17405,DB05033,0
5056,DB05308,DB08123,0
5057,DB07264,P24310,0
5058,DB00846,P26358,0
5059,Q16853,DB07457,0
5060,DB07329,DB00512,0
5061,O95190,Q00534,0
5062,DB00149,P36896,0
5063,DB07000,DB00982,0
5064,DB07794,DB00582,0
5065,DB00361,Q13639,0
5066,Q16696,Q00534,0
5067,DB00455,DB00425,0
5068,DB03336,P08729,0
5069,DB04859,DB07376,0
5070,DB00876,DB00498,0
5071,DB04521,DB02603,0
5072,DB00398,DB00191,0
5073,DB07265,DB00214,0
5074,P17707,DB04173,0
5075,Q7Z2Z2,DB07651,0
5076,DB07329,P35354,0
5077,Q14571,Q9NR82,0
5078,DB05418,DB05651,0
5079,Q08499,DB07211,0
5080,Q02221,Q00536,0
5081,DB00535,DB08789,0
5082,P13929,DB01364,0
5083,DB07132,DB07926,0
5084,DB05595,P35237,0
5085,DB07080,DB07713,0
5086,DB05014,DB07697,0
5087,DB06990,DB00243,0
5088,DB03061,DB08888,0
5089,DB06943,DB01338,0
5090,DB00932,DB06853,0
5091,DB08742,DB05202,0
5092,DB04491,DB00830,0
5093,O60909,DB00624,0
5094,P22748,DB07644,0
5095,P32119,DB01049,0
5096,P09038,DB00356,0
5097,DB07821,DB08500,0
5098,DB08534,DB05449,0
5099,Q9GZZ6,Q8IUR0,0
5100,DB02640,DB03595,0
5101,DB04844,DB03396,0
5102,O14880,P06870,0
5103,Q9Y3I0,DB07558,0
5104,P08253,DB02216,0
5105,DB07148,DB00533,0
5106,P15531,P20815,0
5107,DB03217,P11388,0
5108,Q96T66,DB02402,0
5109,DB03822,DB02635,0
5110,DB00254,DB07857,0
5111,DB00558,DB01353,0
5112,DB08866,DB02250,0
5113,DB07746,DB02108,0
5114,DB03128,DB00562,0
5115,DB07133,P06132,0
5116,P35241,DB07295,0
5117,DB02072,DB04645,0
5118,DB07128,DB01055,0
5119,DB00140,O95139,0
5120,O00217,DB02193,0
5121,Q96NX5,P01574,0
5122,DB05892,DB04593,0
5123,P01374,DB07051,0
5124,DB02573,P23368,0
5125,P09884,DB07702,0
5126,DB08522,DB04001,0
5127,DB02581,DB00723,0
5128,DB06626,DB00201,0
5129,DB08091,P03897,0
5130,DB03435,DB00952,0
5131,DB00622,O95264,0
5132,O75936,O14649,0
5133,DB11363,DB05446,0
5134,DB02342,DB08276,0
5135,DB07482,DB04410,0
5136,P04054,DB08292,0
5137,DB04276,DB01064,0
5138,DB06854,Q8WU03,0
5139,P36888,DB02580,0
5140,DB00497,DB07791,0
5141,DB00109,P00403,0
5142,DB02803,P01744,0
5143,Q9UNQ0,DB04860,0
5144,DB08733,DB03448,0
5145,DB07959,DB00335,0
5146,P22607,DB07024,0
5147,DB03186,DB06741,0
5148,DB01306,DB07929,0
5149,DB00435,Q9BW91,0
5150,P36896,P31785,0
5151,DB00421,Q16836,0
5152,DB05471,P23141,0
5153,O43766,DB00590,0
5154,DB07162,DB04588,0
5155,O14786,DB00415,0
5156,P49137,DB00584,0
5157,DB01012,DB02481,0
5158,DB07379,DB01741,0
5159,P51589,DB03115,0
5160,P40925,DB00346,0
5161,DB02759,Q07973,0
5162,DB06726,DB07525,0
5163,DB07765,DB09035,0
5164,DB01411,DB07979,0
5165,P45844,P27707,0
5166,Q96S86,DB00415,0
5167,DB02401,DB03597,0
5168,P09466,DB08389,0
5169,P35368,DB08729,0
5170,DB06168,Q8WWT9,0
5171,DB06977,DB02028,0
5172,DB00748,DB01483,0
5173,DB02345,DB06204,0
5174,Q9NZL9,DB05003,0
5175,DB08068,DB00105,0
5176,DB02326,DB02098,0
5177,DB02526,DB08894,0
5178,DB01851,DB02548,0
5179,O95363,P51160,0
5180,P05412,DB04888,0
5181,DB05214,DB01382,0
5182,P15291,DB00217,0
5183,DB02620,Q13370,0
5184,Q9NYQ3,P04035,0
5185,DB03216,Q13882,0
5186,DB00009,O95470,0
5187,DB01892,DB02831,0
5188,P28845,DB07045,0
5189,DB03480,P01130,0
5190,DB07689,DB07358,0
5191,P19429,DB07849,0
5192,Q99643,DB04395,0
5193,Q9UM73,DB08692,0
5194,DB04769,Q14573,0
5195,DB02850,DB01964,0
5196,DB07267,P23975,0
5197,Q9BZV2,DB07453,0
5198,Q13423,DB01130,0
5199,Q02643,DB06979,0
5200,DB08611,Q99798,0
5201,P04818,DB04153,0
5202,DB08699,DB07796,0
5203,DB02266,P98066,0
5204,P30518,DB04377,0
5205,P22033,DB00578,0
5206,DB01033,DB06267,0
5207,DB06213,DB07261,0
5208,DB00806,DB04617,0
5209,DB05463,Q96IY4,0
5210,DB07353,DB04751,0
5211,DB00122,DB07883,0
5212,DB07587,DB01222,0
5213,DB02352,DB08705,0
5214,DB08021,DB00117,0
5215,DB01837,DB01625,0
5216,P55011,Q9H2P9,0
5217,DB06892,Q6TME4,0
5218,DB00822,Q9BZV3,0
5219,DB04988,DB00177,0
5220,DB07543,DB03344,0
5221,P34972,DB00594,0
5222,DB07530,DB07912,0
5223,DB02730,DB07687,0
5224,P04179,O95644,0
5225,DB01403,DB00196,0
5226,DB04878,DB02735,0
5227,P11836,Q9BVM4,0
5228,P05166,DB04410,0
5229,DB05032,DB08293,0
5230,P21917,DB00944,0
5231,P41595,DB08237,0
5232,DB07000,Q01118,0
5233,DB08114,DB03056,0
5234,DB06205,O00469,0
5235,DB08303,DB00360,0
5236,DB09291,P10644,0
5237,DB06823,DB05049,0
5238,DB02796,DB00847,0
5239,P04156,Q460N3,0
5240,DB00190,DB05134,0
5241,DB08744,DB01182,0
5242,DB00401,DB07183,0
5243,DB01260,P78329,0
5244,O00483,Q9NUV7,0
5245,DB04577,DB05120,0
5246,DB08530,DB07633,0
5247,P14868,P42898,0
5248,DB00687,Q9UNN8,0
5249,DB01242,P41143,0
5250,DB08870,DB00207,0
5251,DB05715,DB07083,0
5252,P20783,DB08437,0
5253,DB07597,P50052,0
5254,DB04244,DB01949,0
5255,P05121,DB08709,0
5256,DB04927,#Drug,0
5257,DB08918,Q8NBN7,0
5258,DB04959,DB02479,0
5259,P11229,Q14520,0
5260,DB00201,Q16850,0
5261,DB02132,P32320,0
5262,DB01988,DB00128,0
5263,DB07987,DB08072,0
5264,DB03600,Q9NPJ3,0
5265,P48728,#Drug,0
5266,O14756,DB08695,0
5267,DB00170,DB08302,0
5268,DB01203,DB04652,0
5269,Q16798,Q9UL54,0
5270,DB08762,DB07508,0
5271,DB07256,DB01218,0
5272,DB08378,P30531,0
5273,Q16698,P48067,0
5274,Q8TF76,O95263,0
5275,DB01544,Q9NY72,0
5276,DB01296,P49789,0
5277,DB04018,P00352,0
5278,DB06770,DB01007,0
5279,DB05046,DB08778,0
5280,DB01218,DB01190,0
5281,Q9ULX7,DB04454,0
5282,P08123,DB06267,0
5283,DB04685,Q96GD3,0
5284,Q9Y257,P23258,0
5285,DB07059,DB07755,0
5286,DB07604,DB03013,0
5287,P02144,DB01583,0
5288,P00156,DB03802,0
5289,DB07846,DB04395,0
5290,P19404,DB04376,0
5291,DB06730,P49773,0
5292,DB01118,P35237,0
5293,DB04251,DB04355,0
5294,DB02553,P56696,0
5295,DB04930,DB08633,0
5296,Q9BY66,DB07389,0
5297,O14561,DB01888,0
5298,Q08499,DB03359,0
5299,DB01640,DB06042,0
5300,P49759,DB00104,0
5301,DB07996,DB08038,0
5302,P06280,DB07859,0
5303,P63208,P48357,0
5304,DB01698,DB06372,0
5305,DB00759,DB00273,0
5306,P48066,DB07555,0
5307,Q8IVL6,DB05206,0
5308,O75489,P16109,0
5309,DB02714,DB00254,0
5310,DB02045,DB07298,0
5311,DB02628,P35610,0
5312,DB06777,Q969S8,0
5313,P47901,P04211,0
5314,DB03279,DB01694,0
5315,Q8WXA8,DB05133,0
5316,Q14500,DB04783,0
5317,DB06016,P04629,0
5318,DB02221,P49327,0
5319,P47871,DB03910,0
5320,DB03600,DB07081,0
5321,DB00573,Q9UBS5,0
5322,DB01793,DB08791,0
5323,DB07329,DB09052,0
5324,Q07001,DB02118,0
5325,DB03606,O95831,0
5326,DB01588,DB07022,0
5327,P23946,P09210,0
5328,DB08535,DB04251,0
5329,DB06155,DB08246,0
5330,O60488,P04745,0
5331,Q15825,DB06931,0
5332,DB06412,P30926,0
5333,DB07440,DB04372,0
5334,DB04616,DB08495,0
5335,DB00524,Q8TET4,0
5336,Q9HBH5,P05181,0
5337,DB04223,Q6IB77,0
5338,DB08394,P02751,0
5339,DB01107,DB06926,0
5340,DB02742,DB00700,0
5341,DB00021,P19320,0
5342,DB04790,DB07345,0
5343,Q9Y251,Q9NSA2,0
5344,P54577,DB04857,0
5345,DB02152,DB00588,0
5346,Q8TCC7,P41231,0
5347,DB02850,P18089,0
5348,Q9GZZ6,DB03606,0
5349,P27695,P07686,0
5350,DB01093,DB00604,0
5351,DB07897,Q07869,0
5352,DB00277,DB08000,0
5353,DB02518,Q969S8,0
5354,Q03426,DB00435,0
5355,DB08301,DB00177,0
5356,DB01615,DB01698,0
5357,DB07028,P01178,0
5358,P12532,DB07303,0
5359,Q9UHW9,Q5NUL3,0
5360,DB00821,Q9HD40,0
5361,DB06766,DB02556,0
5362,DB02989,P16410,0
5363,DB06900,DB06956,0
5364,Q99661,DB08901,0
5365,DB07007,DB00398,0
5366,DB01202,DB03392,0
5367,Q99460,DB01583,0
5368,DB02162,DB05390,0
5369,DB02198,DB05846,0
5370,DB00499,DB07628,0
5371,DB05855,DB01098,0
5372,DB03909,O75874,0
5373,DB04365,DB07837,0
5374,DB07388,DB01003,0
5375,Q07001,DB08645,0
5376,DB04365,DB07686,0
5377,P51149,Q9UN76,0
5378,DB01210,DB07698,0
5379,DB01708,P10153,0
5380,P15085,DB00489,0
5381,DB08136,P41594,0
5382,DB08400,DB05715,0
5383,DB00009,DB00301,0
5384,DB04369,DB03904,0
5385,DB00474,DB03086,0
5386,DB08880,DB00098,0
5387,P99999,DB03673,0
5388,DB01922,DB07907,0
5389,DB08865,DB09034,0
5390,DB04253,DB07358,0
5391,P07602,P48061,0
5392,DB03444,DB02720,0
5393,DB04707,Q16706,0
5394,DB00177,DB08699,0
5395,P21980,P54317,0
5396,P35557,DB07453,0
5397,P08246,DB02473,0
5398,P13995,DB08487,0
5399,DB01818,DB00405,0
5400,DB04450,DB07791,0
5401,DB08045,DB08370,0
5402,DB02393,P31749,0
5403,P0CG47,DB01167,0
5404,Q9H1R3,Q13627,0
5405,DB07145,DB03176,0
5406,DB00294,DB07486,0
5407,P15336,Q92934,0
5408,DB08766,P48551,0
5409,DB02431,DB00262,0
5410,DB02610,DB08659,0
5411,DB01800,DB04714,0
5412,DB06772,O43741,0
5413,DB08082,P48167,0
5414,P23946,DB06636,0
5415,P16455,DB05191,0
5416,DB00623,DB03306,0
5417,Q9Y234,DB04852,0
5418,DB07457,DB04318,0
5419,DB06637,DB05024,0
5420,DB03696,Q07817,0
5421,DB01407,DB01270,0
5422,DB00979,DB00328,0
5423,DB08124,P30988,0
5424,DB07460,DB00731,0
5425,DB01905,Q9H3N8,0
5426,DB06848,DB07248,0
5427,Q14541,DB00067,0
5428,DB03963,P03989,0
5429,DB03408,O60391,0
5430,DB00353,Q96AZ6,0
5431,DB01401,P48039,0
5432,P78330,Q13224,0
5433,Q08828,Q08257,0
5434,DB04270,Q16850,0
5435,DB06709,DB07115,0
5436,P13866,DB04664,0
5437,DB00797,P05129,0
5438,DB00642,DB01007,0
5439,Q9H2S1,P30531,0
5440,DB00979,DB06842,0
5441,DB03490,DB00421,0
5442,DB04109,Q16568,0
5443,DB03864,DB00472,0
5444,P02452,DB08410,0
5445,DB00341,P19623,0
5446,DB02255,DB00422,0
5447,P21912,Q9UNX9,0
5448,DB02373,DB02096,0
5449,P29317,Q13315,0
5450,P36888,DB08498,0
5451,P11021,DB02103,0
5452,DB03685,DB06809,0
5453,O95299,DB07763,0
5454,P14920,Q9NY47,0
5455,DB08873,DB04187,0
5456,DB01893,DB01412,0
5457,DB04701,Q15800,0
5458,DB00163,Q86SZ2,0
5459,DB08064,DB00617,0
5460,Q6W5P4,P13631,0
5461,DB02142,Q16651,0
5462,DB08822,DB02404,0
5463,Q96LB9,DB08813,0
5464,DB05255,DB07067,0
5465,DB08486,DB00169,0
5466,O75469,P61927,0
5467,P25098,DB06891,0
5468,DB02084,DB00358,0
5469,Q8WWQ8,Q92506,0
5470,DB00029,DB05026,0
5471,DB00915,DB00335,0
5472,DB07007,DB03413,0
5473,DB07207,DB07306,0
5474,DB03964,Q99062,0
5475,P28335,DB05280,0
5476,P15538,DB02320,0
5477,DB06210,DB02401,0
5478,P10826,DB01193,0
5479,DB01254,DB03020,0
5480,Q08881,DB00104,0
5481,DB00203,DB08377,0
5482,DB02596,DB03861,0
5483,DB00128,DB00019,0
5484,DB03044,P23381,0
5485,P13995,DB00147,0
5486,O14746,DB07744,0
5487,DB06944,DB00985,0
5488,Q9BYZ2,DB08672,0
5489,DB09053,P98194,0
5490,DB02308,P41146,0
5491,P08253,P41091,0
5492,DB00808,P25705,0
5493,DB00737,P61769,0
5494,DB09031,DB00222,0
5495,DB00623,DB04513,0
5496,P04179,Q8TCU5,0
5497,DB07876,P78334,0
5498,DB01282,DB00902,0
5499,DB08763,DB08498,0
5500,DB00956,DB07493,0
5501,O94760,P14784,0
5502,DB00449,DB02028,0
5503,DB02758,DB01649,0
5504,P16435,DB07901,0
5505,DB07944,DB03478,0
5506,DB08238,P26572,0
5507,P04181,P00403,0
5508,DB08465,P11245,0
5509,DB00587,DB02407,0
5510,DB00013,DB04676,0
5511,DB04472,DB01296,0
5512,DB06986,DB07929,0
5513,DB04238,P49759,0
5514,DB05749,Q9UBQ6,0
5515,P08246,P61769,0
5516,DB00626,DB04753,0
5517,DB07307,DB07274,0
5518,P27695,P16152,0
5519,P34130,DB04065,0
5520,DB04119,DB02890,0
5521,DB02170,DB07638,0
5522,P00519,DB08738,0
5523,DB05712,P19404,0
5524,DB08035,DB07535,0
5525,DB08909,DB00580,0
5526,P22392,DB02052,0
5527,DB00039,DB06921,0
5528,DB08192,DB08251,0
5529,DB05073,DB05854,0
5530,P10515,DB03183,0
5531,DB03957,DB05787,0
5532,Q9ULA0,DB08752,0
5533,DB02396,DB00648,0
5534,DB00064,DB04144,0
5535,P00750,Q15274,0
5536,DB02328,DB02217,0
5537,DB02335,P47989,0
5538,DB00013,DB08239,0
5539,P16422,DB08057,0
5540,DB08180,DB00562,0
5541,O15239,DB00223,0
5542,DB07403,P20701,0
5543,DB04836,Q15761,0
5544,P47929,Q16790,0
5545,P0DJI8,DB07260,0
5546,DB05271,DB04817,0
5547,DB03206,DB08916,0
5548,DB02104,O75715,0
5549,P18850,DB01632,0
5550,DB08184,DB01096,0
5551,DB04677,P61587,0
5552,DB03023,DB07395,0
5553,DB07604,P07237,0
5554,DB08883,DB08745,0
5555,O15269,DB02402,0
5556,DB05337,DB07159,0
5557,DB06148,P35503,0
5558,DB02991,P54802,0
5559,DB03332,DB00226,0
5560,DB04884,DB07583,0
5561,DB07455,P33151,0
5562,DB02297,O60931,0
5563,DB08334,DB00771,0
5564,DB02966,Q13285,0
5565,DB02207,DB05366,0
