,Drug_ID,Protein_ID,label
7066,DB05014,P36888,1
7067,DB00313,P20815,1
7068,DB01117,P11712,1
7069,DB00909,P35218,1
7070,DB05492,P35348,1
7071,DB06216,P35348,1
7072,DB07708,P03372,1
7073,DB00182,Q05940,1
7074,DB01224,P08173,1
7075,DB00363,P28222,1
7076,DB04355,Q14376,1
7077,DB01393,P04798,1
7078,DB01254,P05177,1
7079,DB00980,P08684,1
7080,DB00425,P11712,1
7081,DB01239,P08912,1
7082,DB00241,O00591,1
7083,DB02162,P49773,1
7084,DB00401,P54289,1
7085,DB01241,P11712,1
7086,DB03152,P08100,1
7087,DB00228,Q8N1C3,1
7088,DB03368,P08254,1
7089,DB00114,O95954,1
7090,DB05035,P10828,1
7091,DB00248,P08588,1
7092,DB00157,P53004,1
7093,DB00118,Q00266,1
7094,DB07584,P49841,1
7095,DB00898,P48544,1
7096,DB06741,O60656,1
7097,DB00448,Q16678,1
7098,DB00897,P34903,1
7099,DB06144,P35348,1
7100,DB04464,P24311,1
7101,DB00495,P08684,1
7102,DB00576,P11712,1
7103,DB00715,P10632,1
7104,DB03783,P33261,1
7105,DB04315,P15170,1
7106,DB07023,P03951,1
7107,DB00100,P00451,1
7108,DB08238,P05230,1
7109,DB08305,P42262,1
7110,DB01205,Q8N1C3,1
7111,DB05708,P05177,1
7112,DB02068,P50440,1
7113,DB01917,P17707,1
7114,DB05147,P68363,1
7115,DB00761,Q9H2X9,1
7116,DB01559,P28476,1
7117,DB00622,P05181,1
7118,DB04473,P01857,1
7119,DB03240,P42262,1
7120,DB00786,Q9H306,1
7121,DB00142,Q9H1K4,1
7122,DB01174,O60391,1
7123,DB00126,Q8IVL5,1
7124,DB08231,P35243,1
7125,DB01660,Q10588,1
7126,DB00196,P11712,1
7127,DB00095,P02746,1
7128,DB05075,P35968,1
7129,DB04654,P07477,1
7130,DB01621,P33261,1
7131,DB09053,P10635,1
7132,DB02665,P07477,1
7133,DB01972,O76074,1
7134,DB05501,P51681,1
7135,DB01972,P36959,1
7136,DB08479,P04818,1
7137,DB01439,P41145,1
7138,DB01119,Q12791,1
7139,DB01091,Q14534,1
7140,DB00072,P02746,1
7141,DB00563,P42898,1
7142,DB03401,P51178,1
7143,DB01396,P05108,1
7144,DB06695,O00748,1
7145,DB00325,P04798,1
7146,DB08590,Q9NWZ3,1
7147,DB00246,P35367,1
7148,DB00834,P10635,1
7149,DB00458,P14416,1
7150,DB00540,P13945,1
7151,DB06216,P08913,1
7152,DB01580,P08588,1
7153,DB00172,O43447,1
7154,DB01772,P49841,1
7155,DB08896,Q02763,1
7156,DB07403,Q15118,1
7157,DB07264,P28482,1
7158,DB05066,P34130,1
7159,DB00404,Q99928,1
7160,DB02681,P61024,1
7161,DB00179,P09917,1
7162,DB00371,P78334,1
7163,DB00687,P10275,1
7164,DB01054,Q08289,1
7165,DB00254,P08684,1
7166,DB08536,P24941,1
7167,DB00316,P22309,1
7168,DB00842,P18507,1
7169,DB07954,O76083,1
7170,DB00714,P18825,1
7171,DB06695,P54855,1
7172,DB00463,P48169,1
7173,DB06989,P23467,1
7174,DB01238,P08173,1
7175,DB03374,P07477,1
7176,DB01535,P41143,1
7177,DB04679,P16442,1
7178,DB03121,P14555,1
7179,DB00912,P10632,1
7180,DB00109,P33261,1
7181,DB07300,O15530,1
7182,DB00041,P47712,1
7183,DB00549,P10635,1
7184,DB07996,P17612,1
7185,DB00324,P08684,1
7186,DB00808,P15382,1
7187,DB08078,Q03181,1
7188,DB04071,P00326,1
7189,DB00252,P33260,1
7190,DB06144,P14416,1
7191,DB00909,P07451,1
7192,DB00721,Q9UGI6,1
7193,DB00081,P02745,1
7194,DB01049,P78334,1
7195,DB01437,P48169,1
7196,DB08213,P42574,1
7197,DB01301,P08684,1
7198,DB07562,P20248,1
7199,DB00292,P15538,1
7200,DB00387,P08172,1
7201,DB04465,Q9NZD2,1
7202,DB00486,P21554,1
7203,DB01088,P00750,1
7204,DB00363,P08172,1
7205,DB01075,P33261,1
7206,DB01182,P10632,1
7207,DB07459,Q16539,1
7208,DB00134,P31153,1
7209,DB00157,Q9UDR5,1
7210,DB08848,P48065,1
7211,DB04379,P00797,1
7212,DB00384,P51168,1
7213,DB00276,Q12809,1
7214,DB00749,Q9HAW8,1
7215,DB07458,P17612,1
7216,DB00370,P05177,1
7217,DB08804,P11511,1
7218,DB00477,P05177,1
7219,DB00160,P21549,1
7220,DB00897,P14867,1
7221,DB05662,P03372,1
7222,DB07548,P00734,1
7223,DB00897,O14764,1
7224,DB00457,P35348,1
7225,DB07741,P00734,1
7226,DB00218,P11388,1
7227,DB09272,P41145,1
7228,DB00584,P12821,1
7229,DB00169,P08684,1
7230,DB02448,Q9NZK7,1
7231,DB01394,P08684,1
7232,DB00166,Q9Y289,1
7233,DB00898,P11712,1
7234,DB00835,P35367,1
7235,DB00157,P19404,1
7236,DB01647,Q07343,1
7237,DB01520,O15399,1
7238,DB00420,P11712,1
7239,DB00102,P16234,1
7240,DB00163,P21266,1
7241,DB07205,P54577,1
7242,DB00071,P06213,1
7243,DB04216,P36542,1
7244,DB00197,P20813,1
7245,DB04315,P61586,1
7246,DB08091,Q16539,1
7247,DB08675,Q16647,1
7248,DB00988,P08908,1
7249,DB01496,P34903,1
7250,DB00168,Q8TE23,1
7251,DB01100,P24462,1
7252,DB00738,P10635,1
7253,DB07788,P28482,1
7254,DB00334,P20309,1
7255,DB02820,Q99714,1
7256,DB01023,P20815,1
7257,DB00918,P10632,1
7258,DB07119,Q92731,1
7259,DB03962,P52209,1
7260,DB04878,O43451,1
7261,DB04478,Q00796,1
7262,DB00999,P00918,1
7263,DB08880,Q02127,1
7264,DB01019,P08172,1
7265,DB00201,P21817,1
7266,DB01159,P14867,1
7267,DB05745,P09960,1
7268,DB03807,Q07343,1
7269,DB00451,P10632,1
7270,DB00951,P05177,1
7271,DB00939,P35354,1
7272,DB07219,P07858,1
7273,DB07145,P78536,1
7274,DB00397,P21397,1
7275,DB02596,Q96T66,1
7276,DB00171,Q07912,1
7277,DB00185,P08684,1
7278,DB01189,Q99928,1
7279,DB00264,P08588,1
7280,DB01962,P08631,1
7281,DB01435,P33260,1
7282,DB00142,P00505,1
7283,DB00623,P14416,1
7284,DB00058,P08246,1
7285,DB01173,P08684,1
7286,DB01972,Q16774,1
7287,DB00118,P05181,1
7288,DB00829,P08684,1
7289,DB03251,P07477,1
7290,DB00849,P47869,1
7291,DB00899,P41145,1
7292,DB01595,Q8N1C3,1
7293,DB00334,P28472,1
7294,DB00918,P21397,1
7295,DB04838,P54289,1
7296,DB08231,P17900,1
7297,DB00465,P35354,1
7298,DB00244,P23219,1
7299,DB00270,Q13698,1
7300,DB00458,P35367,1
7301,DB00091,P62937,1
7302,DB01080,P80404,1
7303,DB00005,P12314,1
7304,DB05047,P42262,1
7305,DB00062,O60656,1
7306,DB00255,P21964,1
7307,DB03964,Q99798,1
7308,DB07802,P68400,1
7309,DB03367,P39900,1
7310,DB07344,Q8IVS2,1
7311,DB00818,P05177,1
7312,DB01752,P11086,1
7313,DB00149,Q9P2J5,1
7314,DB03401,Q9Y6I3,1
7315,DB00199,Q96FL8,1
7316,DB07873,O95749,1
7317,DB01905,P07477,1
7318,DB07471,P24941,1
7319,DB00918,P28221,1
7320,DB03088,P04745,1
7321,DB02266,P35354,1
7322,DB06616,P12931,1
7323,DB00397,P08913,1
7324,DB01067,Q09428,1
7325,DB07175,P56817,1
7326,DB02709,P23219,1
7327,DB00248,P08684,1
7328,DB00674,Q05901,1
7329,DB02049,P45452,1
7330,DB00270,Q13936,1
7331,DB08635,P01768,1
7332,DB08614,Q9UNI1,1
7333,DB00078,P02746,1
7334,DB00599,O00519,1
7335,DB07295,P18031,1
7336,DB08059,P48736,1
7337,DB01354,P36544,1
7338,DB00809,P08173,1
7339,DB06770,P05177,1
7340,DB06927,P03372,1
7341,DB01959,Q08499,1
7342,DB05039,P22309,1
7343,DB07078,O14757,1
7344,DB01068,P08684,1
7345,DB00259,P11712,1
7346,DB02342,P21964,1
7347,DB07641,P21397,1
7348,DB02533,P35228,1
7349,DB02527,P31323,1
7350,DB01388,Q08289,1
7351,DB00157,P51970,1
7352,DB01577,Q96RJ0,1
7353,DB03428,P06493,1
7354,DB00067,P30518,1
7355,DB00515,P04731,1
7356,DB00694,P20815,1
7357,DB05033,Q13443,1
7358,DB00482,O15530,1
7359,DB04129,P42262,1
7360,DB01076,P27487,1
7361,DB00332,P11229,1
7362,DB00268,P28221,1
7363,DB00990,P11511,1
7364,DB02222,P00491,1
7365,DB04395,Q99661,1
7366,DB02310,P50579,1
7367,DB08516,P27338,1
7368,DB00898,P00325,1
7369,DB00575,P35348,1
7370,DB00241,P28472,1
7371,DB00013,P00747,1
7372,DB00635,P28845,1
7373,DB00222,P11712,1
7374,DB03013,P61626,1
7375,DB00748,P35367,1
7376,DB00185,P11229,1
7377,DB07128,P00734,1
7378,DB00217,P18089,1
7379,DB00142,Q9Y646,1
7380,DB01194,P22748,1
7381,DB07374,P40429,1
7382,DB00526,P15559,1
7383,DB03448,P07998,1
7384,DB01041,P19652,1
7385,DB00347,P05181,1
7386,DB01752,Q99873,1
7387,DB02701,Q10588,1
7388,DB03479,P11217,1
7389,DB01175,P35367,1
7390,DB09570,P10632,1
7391,DB03791,P55055,1
7392,DB07512,P27338,1
7393,DB04230,O75390,1
7394,DB08875,P08581,1
7395,DB01012,P05177,1
7396,DB08482,P03956,1
7397,DB08815,P14416,1
7398,DB08083,P00918,1
7399,DB00112,P02745,1
7400,DB01049,P14416,1
7401,DB03556,P16152,1
7402,DB00227,P11712,1
7403,DB08632,P69905,1
7404,DB00318,P41143,1
7405,DB01093,P10635,1
7406,DB08904,P01375,1
7407,DB05383,P15121,1
7408,DB05271,P35462,1
7409,DB00402,P18505,1
7410,DB06186,P16410,1
7411,DB00139,P21912,1
7412,DB05294,P31513,1
7413,DB01131,P33261,1
7414,DB08883,P20815,1
7415,DB00233,Q9NZK7,1
7416,DB00555,P35503,1
7417,DB07778,O14957,1
7418,DB00157,P31937,1
7419,DB00215,P33261,1
7420,DB00270,O95180,1
7421,DB01752,O14717,1
7422,DB04982,P42263,1
7423,DB00095,P20701,1
7424,DB04861,P10635,1
7425,DB01248,P08684,1
7426,DB00548,P51857,1
7427,DB02585,P35030,1
7428,DB04464,P14854,1
7429,DB00804,P11229,1
7430,DB04689,P37231,1
7431,DB07022,P03951,1
7432,DB00921,P08684,1
7433,DB00898,P28332,1
7434,DB00100,Q07954,1
7435,DB00500,P35354,1
7436,DB00653,Q02641,1
7437,DB01590,P08684,1
7438,DB00909,P43166,1
7439,DB01588,P08684,1
7440,DB06678,P28223,1
7441,DB00903,P05023,1
7442,DB01452,P41145,1
7443,DB00424,P11229,1
7444,DB00612,P08588,1
7445,DB02855,P07858,1
7446,DB08519,P35968,1
7447,DB00273,P39086,1
7448,DB00477,P14416,1
7449,DB01126,P18405,1
7450,DB08246,P52732,1
7451,DB03712,P12931,1
7452,DB00794,P33261,1
7453,DB00842,O00591,1
7454,DB06218,Q15858,1
7455,DB00171,Q13564,1
7456,DB00800,P18825,1
7457,DB00182,P27338,1
7458,DB00497,P24462,1
7459,DB07210,P24941,1
7460,DB00389,P07202,1
7461,DB08875,P08684,1
7462,DB05752,P08173,1
7463,DB00401,Q01668,1
7464,DB00210,P10276,1
7465,DB00349,P47870,1
7466,DB00996,O60391,1
7467,DB05434,P15692,1
7468,DB00228,O00591,1
7469,DB00157,P03901,1
7470,DB00157,P16083,1
7471,DB07848,P00742,1
7472,DB01142,P23975,1
7473,DB00586,P09917,1
7474,DB00399,P14324,1
7475,DB01050,P23219,1
7476,DB01023,P63316,1
7477,DB01983,P05089,1
7478,DB00363,P10635,1
7479,DB04953,O60656,1
7480,DB00734,P08684,1
7481,DB02342,Q16665,1
7482,DB01073,P23921,1
7483,DB00055,P02776,1
7484,DB01115,P11509,1
7485,DB02340,P00488,1
7486,DB00368,P13945,1
7487,DB01238,P28221,1
7488,DB00640,P29274,1
7489,DB01536,P14061,1
7490,DB00009,P00747,1
7491,DB00292,P47869,1
7492,DB05137,Q9GZZ6,1
7493,DB00764,P10632,1
7494,DB00674,P02708,1
7495,DB01579,P23975,1
7496,DB00953,P30939,1
7497,DB00452,P61073,1
7498,DB01752,Q9H2P9,1
7499,DB00232,P00918,1
7500,DB01054,Q01668,1
7501,DB00533,P15502,1
7502,DB01222,P08684,1
7503,DB07665,P00734,1
7504,DB07247,P08709,1
7505,DB00114,Q6YP21,1
7506,DB02014,P18031,1
7507,DB01173,P05181,1
7508,DB00321,P08684,1
7509,DB05327,P15121,1
7510,DB00794,O00591,1
7511,DB04599,P14416,1
7512,DB04055,P11217,1
7513,DB00281,Q9Y5Y9,1
7514,DB07513,P27338,1
7515,DB01049,Q13639,1
7516,DB01325,P00915,1
7517,DB00283,P10635,1
7518,DB00856,P35354,1
7519,DB00656,P08684,1
7520,DB01045,P24462,1
7521,DB01032,P33261,1
7522,DB02396,P02144,1
7523,DB00508,P11229,1
7524,DB04094,P62942,1
7525,DB03147,P47989,1
7526,DB01611,Q9NYK1,1
7527,DB00726,P35367,1
7528,DB01016,P13569,1
7529,DB00245,P33261,1
7530,DB00433,P14416,1
7531,DB07116,P13051,1
7532,DB00579,P23975,1
7533,DB01355,P14867,1
7534,DB00139,P55809,1
7535,DB01392,P28335,1
7536,DB00434,P11229,1
7537,DB00108,P12318,1
7538,DB00294,P06401,1
7539,DB00120,P17735,1
7540,DB05207,P01375,1
7541,DB00292,P31644,1
7542,DB01186,P08684,1
7543,DB00376,P08173,1
7544,DB09071,P48039,1
7545,DB04970,P08908,1
7546,DB01346,P42262,1
7547,DB07863,P19793,1
7548,DB04119,P22314,1
7549,DB08815,P08684,1
7550,DB01948,Q16539,1
7551,DB03568,P06276,1
7552,DB03461,P00374,1
7553,DB08875,P35968,1
7554,DB01005,P10635,1
7555,DB00420,P08912,1
7556,DB00842,Q9UN88,1
7557,DB00458,Q01959,1
7558,DB00122,Q9Y6K0,1
7559,DB08846,P23280,1
7560,DB00321,O43526,1
7561,DB03814,P22303,1
7562,DB01892,P23219,1
7563,DB00201,Q14123,1
7564,DB04919,P02675,1
7565,DB00081,P12314,1
7566,DB08394,P01857,1
7567,DB03341,Q16613,1
7568,DB04846,P07550,1
7569,DB07997,P17612,1
7570,DB07664,DB02303,0
7571,P22748,DB06999,0
7572,DB02143,DB01684,0
7573,DB01208,P43155,0
7574,DB00474,DB01039,0
7575,P21695,DB06820,0
7576,P00797,DB03046,0
7577,P50613,DB08780,0
7578,P54368,O95299,0
7579,P01374,DB02936,0
7580,P35869,Q00796,0
7581,DB05921,DB03923,0
7582,DB00498,DB01481,0
7583,DB01063,Q92993,0
7584,DB02093,DB06643,0
7585,P35968,DB03046,0
7586,P13995,DB00147,0
7587,Q8N9I0,P17658,0
7588,DB04676,A5X5Y0,0
7589,DB06756,P23975,0
7590,DB08875,P20674,0
7591,DB06287,P12081,0
7592,DB04720,DB00496,0
7593,DB00878,DB08370,0
7594,P14174,DB00555,0
7595,DB07430,DB05766,0
7596,DB07080,DB07245,0
7597,DB00884,DB00727,0
7598,DB06751,P20963,0
7599,O75380,DB03225,0
7600,DB08764,P49759,0
7601,DB00882,P08246,0
7602,DB07330,P24530,0
7603,P51787,O15530,0
7604,DB05869,Q9BVA1,0
7605,DB05078,DB07147,0
7606,P31327,DB00914,0
7607,DB02457,DB06869,0
7608,DB04374,DB08709,0
7609,O60674,DB05005,0
7610,DB00819,Q06520,0
7611,DB06981,DB04374,0
7612,P00352,DB03690,0
7613,DB07288,P19652,0
7614,Q9UHC3,DB02400,0
7615,DB04275,DB05774,0
7616,DB08156,DB07701,0
7617,DB04997,DB02193,0
7618,P11217,DB03217,0
7619,P28329,P41091,0
7620,DB07530,DB07912,0
7621,DB07755,DB07512,0
7622,P05230,DB06813,0
7623,DB02988,DB01073,0
7624,Q8TED1,DB00922,0
7625,DB07514,P21462,0
7626,DB02898,P04183,0
7627,DB06937,P37058,0
7628,Q96T66,DB00764,0
7629,DB07488,DB05133,0
7630,DB07307,DB07274,0
7631,DB06707,DB07011,0
7632,P31153,DB05216,0
7633,P09429,DB01114,0
7634,O14793,DB04066,0
7635,P02585,DB08149,0
7636,DB07088,DB06951,0
7637,P0DJI8,P23381,0
7638,DB02710,O60551,0
7639,P09012,DB02845,0
7640,P47712,DB03983,0
7641,P02747,DB07750,0
7642,DB01025,DB08773,0
7643,DB03010,DB05146,0
7644,DB08355,DB07441,0
7645,P36888,P35243,0
7646,DB03385,DB08729,0
7647,DB07265,DB00214,0
7648,DB03087,P11216,0
7649,P06756,DB06720,0
7650,P43080,P22314,0
7651,DB00723,DB04091,0
7652,DB02345,DB00468,0
7653,DB07866,A5X5Y0,0
7654,DB05044,DB07538,0
7655,P18509,Q8WXA8,0
7656,Q07864,DB04854,0
7657,DB08371,Q8IZS8,0
7658,DB01590,P24941,0
7659,DB05864,DB07474,0
7660,O95299,DB07763,0
7661,P10145,DB07698,0
7662,Q05513,DB07638,0
7663,DB03951,DB02155,0
7664,DB05308,DB07900,0
7665,DB04376,DB04620,0
7666,DB08530,DB04256,0
7667,P62917,DB08059,0
7668,P23786,DB08130,0
7669,DB07246,DB02035,0
7670,Q92930,P00390,0
7671,O14717,P38606,0
7672,DB04101,DB01830,0
7673,DB02210,P28566,0
7674,DB01208,DB04217,0
7675,DB07713,DB00241,0
7676,DB05042,DB02556,0
7677,Q8WTS6,DB07982,0
7678,DB08608,DB07735,0
7679,DB06875,DB08897,0
7680,DB02850,P18089,0
7681,DB04573,DB01942,0
7682,Q71U36,P49913,0
7683,DB07664,DB05771,0
7684,DB03793,Q96HD9,0
7685,P57059,DB05419,0
7686,Q8TF76,DB06729,0
7687,DB00424,DB02603,0
7688,O00555,DB07333,0
7689,Q92930,P35498,0
7690,DB03405,DB00862,0
7691,DB03024,DB06073,0
7692,DB07165,DB00169,0
7693,DB05025,DB06963,0
7694,DB02335,O94808,0
7695,DB01892,DB07235,0
7696,DB02205,DB00656,0
7697,DB07801,DB06211,0
7698,DB02318,DB03245,0
7699,DB03459,DB02610,0
7700,DB08301,O75311,0
7701,DB04859,P54886,0
7702,DB06902,DB02840,0
7703,DB00348,P15056,0
7704,DB08097,DB06168,0
7705,P04156,DB00656,0
7706,P07510,DB09053,0
7707,DB07230,DB06655,0
7708,DB04771,DB03516,0
7709,DB03753,P78559,0
7710,DB01399,DB01055,0
7711,DB00161,DB01355,0
7712,P36959,DB05065,0
7713,DB08373,DB07328,0
7714,Q14520,DB03749,0
7715,DB07131,Q9HBH1,0
7716,DB04930,DB00117,0
7717,DB01210,DB07388,0
7718,DB03374,P48544,0
7719,P05546,DB06884,0
7720,DB08068,DB07449,0
7721,DB05213,DB02218,0
7722,P39023,P20618,0
7723,Q9H598,DB00005,0
7724,DB00823,P28222,0
7725,DB02459,DB08183,0
7726,Q9UM73,DB07497,0
7727,P49448,DB00968,0
7728,DB00245,DB04463,0
7729,DB01764,DB00383,0
7730,P08238,Q13464,0
7731,DB04237,DB00040,0
7732,Q15758,DB04434,0
7733,DB00912,DB03769,0
7734,DB03084,P19404,0
7735,DB04369,DB03904,0
7736,DB04213,Q9UHY7,0
7737,DB00039,DB06921,0
7738,DB00497,DB02215,0
7739,DB00715,DB04559,0
7740,DB03395,DB01169,0
7741,Q9NQX3,P19883,0
7742,DB07036,P10635,0
7743,P61160,Q8WX39,0
7744,Q2M3G0,DB07079,0
7745,P24394,DB01989,0
7746,DB06674,DB00580,0
7747,DB00009,DB01161,0
7748,DB00759,DB00914,0
7749,P07948,DB07525,0
7750,DB08262,DB05358,0
7751,DB00120,DB00075,0
7752,DB08046,DB08248,0
7753,P29508,DB01028,0
7754,DB00273,DB03280,0
7755,DB07683,P52569,0
7756,DB07135,DB01117,0
7757,DB08787,DB01662,0
7758,DB00809,DB07459,0
7759,P00450,P35610,0
7760,DB08151,DB03081,0
7761,DB05337,DB01158,0
7762,DB01043,DB07804,0
7763,DB08133,DB08203,0
7764,DB05087,P05067,0
7765,DB04044,Q92847,0
7766,DB02187,DB00017,0
7767,DB02367,DB00601,0
7768,DB02018,DB00367,0
7769,DB07453,DB00370,0
7770,DB08000,P08519,0
7771,DB08051,DB06802,0
7772,DB02778,Q13630,0
7773,DB00738,DB03120,0
7774,P14598,DB06993,0
7775,DB07670,DB07329,0
7776,P05787,DB00949,0
7777,P16220,DB05787,0
7778,Q8NER1,DB08611,0
7779,DB05507,O60840,0
7780,DB02843,Q96DP5,0
7781,P18031,DB08083,0
7782,DB04974,P16109,0
7783,DB08658,P15813,0
7784,DB04971,DB01591,0
7785,Q00266,DB00778,0
7786,DB03884,DB05078,0
7787,O00264,DB05289,0
7788,P25024,DB00602,0
7789,DB07959,DB00335,0
7790,DB03793,DB01059,0
7791,Q9HBH5,DB00178,0
7792,Q15418,DB04676,0
7793,Q9Y6F1,DB03650,0
7794,DB08782,DB05390,0
7795,DB07656,Q9Y619,0
7796,P45983,DB06856,0
7797,Q13224,Q07837,0
7798,Q13332,DB04877,0
7799,DB04847,O15379,0
7800,Q9UKL6,DB00352,0
7801,DB08468,P16519,0
7802,DB02705,DB01439,0
7803,DB00855,P11388,0
7804,P30559,DB04930,0
7805,DB05688,Q86SZ2,0
7806,DB08504,DB00206,0
7807,Q7Z406,DB07558,0
7808,DB07469,DB00435,0
7809,Q15382,P08684,0
7810,DB03958,DB06103,0
7811,DB07448,DB02035,0
7812,DB04620,Q86W47,0
7813,DB07029,P16860,0
7814,DB03086,DB04757,0
7815,DB00718,Q16790,0
7816,DB00636,Q8WUI4,0
7817,DB08218,DB00941,0
7818,DB07003,P00480,0
7819,DB00541,P11216,0
7820,DB03984,DB06869,0
7821,P16581,P50750,0
7822,DB02218,DB03125,0
7823,Q03181,DB00183,0
7824,DB07840,Q15858,0
7825,Q01668,DB07737,0
7826,DB02452,DB04367,0
7827,P32019,DB06844,0
7828,DB07783,DB01643,0
7829,DB04835,DB08820,0
7830,DB02336,P30044,0
7831,DB01210,DB02193,0
7832,DB02924,DB04642,0
7833,DB08356,P00492,0
7834,DB07653,DB05204,0
7835,DB02689,O60678,0
7836,DB07319,P62745,0
7837,DB04727,O60895,0
7838,DB00548,DB07900,0
7839,DB03478,DB07974,0
7840,DB00631,P38484,0
7841,DB02721,DB08350,0
7842,DB04551,DB02987,0
7843,DB05214,DB01382,0
7844,DB07879,DB07515,0
7845,DB00886,DB07535,0
7846,DB00574,DB00699,0
7847,DB06856,DB04394,0
7848,P05023,DB00950,0
7849,Q99250,P01116,0
7850,DB06845,Q9NPJ3,0
7851,DB01029,DB09292,0
7852,DB05345,O14556,0
7853,DB02282,P11509,0
7854,DB06859,P39905,0
7855,DB07347,DB01181,0
7856,DB07849,DB00264,0
7857,DB08915,DB03016,0
7858,DB08363,DB01998,0
7859,DB07219,Q92506,0
7860,P49368,P48058,0
7861,DB02285,DB08780,0
7862,P36871,DB00022,0
7863,DB08141,DB01056,0
7864,DB02868,P27695,0
7865,DB07858,DB08044,0
7866,DB07780,P16234,0
7867,DB01049,P49759,0
7868,Q96C36,DB05408,0
7869,DB00941,DB00799,0
7870,DB03753,DB02001,0
7871,P43080,P50440,0
7872,Q9NQ25,DB04599,0
7873,P13929,DB00835,0
7874,DB03704,DB08386,0
7875,DB07968,DB04233,0
7876,DB04017,DB05475,0
7877,DB01113,P08172,0
7878,P80404,DB00880,0
7879,P07478,Q6UWM7,0
7880,Q13233,DB01962,0
7881,DB04387,DB03217,0
7882,DB05472,DB00020,0
7883,P62714,DB05079,0
7884,P08123,DB08878,0
7885,DB02843,DB00237,0
7886,DB08504,DB01675,0
7887,P07900,DB07387,0
7888,O00182,P11388,0
7889,DB04466,DB05150,0
7890,DB01892,DB02831,0
7891,DB02557,DB00047,0
7892,DB00704,P48736,0
7893,DB08263,DB00167,0
7894,DB06155,DB04901,0
7895,P10768,DB08783,0
7896,P36405,DB02249,0
7897,DB00934,DB05045,0
7898,P15531,DB06186,0
7899,DB08755,DB00366,0
7900,DB00332,DB08691,0
7901,Q03426,DB01649,0
7902,O96017,DB03928,0
7903,P13051,Q5JPH6,0
7904,P56696,P01270,0
7905,DB01075,P28845,0
7906,DB07718,DB06698,0
7907,DB05595,DB03845,0
7908,DB01082,Q02218,0
7909,O60493,P49759,0
7910,DB08368,DB05467,0
7911,P01009,DB01839,0
7912,DB08423,Q9BTZ2,0
7913,DB07521,Q8N119,0
7914,DB07298,DB02884,0
7915,DB02255,DB00422,0
7916,DB08167,DB01990,0
7917,DB04521,DB07070,0
7918,DB07940,DB09026,0
7919,DB01125,Q9BVJ7,0
7920,DB06943,Q92769,0
7921,DB00376,DB05169,0
7922,Q9NPD5,DB04269,0
7923,DB03710,DB07668,0
7924,P09104,DB00656,0
7925,P35241,DB07295,0
7926,DB05507,DB09071,0
7927,Q9NR33,DB08084,0
7928,P17948,Q9UI09,0
7929,DB00306,DB02152,0
7930,DB08097,Q86Y39,0
7931,DB04908,DB02773,0
7932,DB05297,DB07321,0
7933,DB01623,DB08577,0
7934,DB04142,DB01227,0
7935,DB04859,DB00534,0
7936,DB07334,DB00285,0
7937,DB05194,DB06851,0
7938,DB05759,P78329,0
7939,DB02104,O75715,0
7940,DB07851,DB08520,0
7941,P23381,DB07838,0
7942,DB02034,P62917,0
7943,DB08133,O43837,0
7944,DB07206,Q16790,0
7945,DB08703,DB00020,0
7946,P20711,DB02762,0
7947,Q16775,DB04643,0
7948,P40394,DB01520,0
7949,DB02063,DB00424,0
7950,P43005,DB03824,0
7951,DB03953,DB07796,0
7952,DB04203,DB02259,0
7953,DB03064,P25705,0
7954,DB00536,P05546,0
7955,DB07969,P11362,0
7956,DB03788,O43175,0
7957,P35754,DB06931,0
7958,DB02045,DB07298,0
7959,DB05218,DB07203,0
7960,DB03615,DB04700,0
7961,DB08082,DB00909,0
7962,DB00568,DB03270,0
7963,DB01016,DB00047,0
7964,DB00462,P48167,0
7965,DB02491,P05108,0
7966,P09884,DB07702,0
7967,DB08846,DB04604,0
7968,P10768,DB05122,0
7969,DB00617,DB04513,0
7970,P35270,DB07601,0
7971,Q13332,DB02063,0
7972,DB04151,DB08700,0
7973,DB08378,P30531,0
7974,DB03516,Q99720,0
7975,DB08384,DB08740,0
7976,P46059,DB01772,0
7977,P01920,DB08418,0
7978,DB00685,DB06961,0
7979,DB04223,DB02857,0
7980,P22748,DB00648,0
7981,O95167,P02671,0
7982,Q9NP56,DB05883,0
7983,P68133,DB08047,0
7984,DB06843,P11137,0
7985,DB07302,DB00891,0
7986,DB00372,DB08522,0
7987,DB04768,DB01022,0
7988,DB02114,Q9NUV7,0
7989,DB08165,DB04951,0
7990,DB05838,Q9H2M3,0
7991,DB01392,Q9UGI6,0
7992,DB04600,DB07193,0
7993,O60909,DB02509,0
7994,DB00562,O95831,0
7995,DB07628,O60911,0
7996,P23946,DB06636,0
7997,DB09272,DB07021,0
7998,DB02326,DB02098,0
7999,P22392,DB03115,0
8000,DB00205,DB04681,0
8001,Q6P996,P05305,0
8002,DB07378,DB05461,0
8003,DB04629,DB03403,0
8004,O00142,DB07470,0
8005,DB08392,DB09030,0
8006,DB08124,DB07764,0
8007,DB03373,DB08487,0
8008,DB03835,P62826,0
8009,P00451,DB05168,0
8010,DB02585,DB08293,0
8011,DB05115,DB03760,0
8012,DB00875,DB06439,0
8013,DB05883,P35968,0
8014,DB07897,P11498,0
8015,DB01202,DB01908,0
8016,DB04956,DB03934,0
8017,DB02209,Q16773,0
8018,DB05905,P51681,0
8019,DB05183,DB00272,0
8020,DB07428,Q15102,0
8021,P31213,DB04337,0
8022,DB03703,DB05049,0
8023,DB08437,DB01711,0
8024,Q8TCD5,DB00002,0
