Drug_ID,Protein_ID,label
DB01785,Q13907,1
DB00477,P05181,1
DB04419,P20823,1
DB01224,P08912,1
DB00188,P23219,1
DB00157,P49189,1
DB04786,P41231,1
DB01558,P18507,1
DB03902,P12931,1
DB01979,P11226,1
DB00114,Q9NUV7,1
DB00458,P05181,1
DB07734,P56817,1
DB00169,P11712,1
DB00013,P00749,1
DB02114,Q9UNI1,1
DB01032,Q4U2R8,1
DB00958,P09211,1
DB01189,O00591,1
DB00144,Q9BVG9,1
DB00157,O96000,1
DB05752,P08912,1
DB07435,Q9UBT6,1
DB08453,P07919,1
DB00589,P28335,1
DB01045,P10632,1
DB00384,P05177,1
DB00909,P35499,1
DB01769,P18031,1
DB04395,Q99661,1
DB00162,P12271,1
DB05345,P35367,1
DB00247,P08908,1
DB04871,P20813,1
DB07583,P61925,1
DB00715,P10632,1
DB01136,O95298,1
DB05793,Q5NUL3,1
DB06719,P22888,1
DB04137,Q8N142,1
DB02622,P18031,1
DB00863,P10635,1
DB01254,P08684,1
DB02900,P11717,1
DB00403,P32238,1
DB00237,P18505,1
DB00349,Q9UN88,1
DB00783,P24462,1
DB00163,P48506,1
DB00492,P12821,1
DB00842,Q9UN88,1
DB08675,Q16647,1
DB06729,P20813,1
DB01194,P22748,1
DB07656,P43490,1
DB01178,P30536,1
DB00487,P11388,1
DB00257,P08684,1
DB06589,P08684,1
DB00627,Q15274,1
DB08437,P84098,1
DB01708,P34903,1
DB00119,Q9BYV1,1
DB01577,P23975,1
DB00808,P51787,1
DB01053,Q16348,1
DB01558,Q16445,1
DB01151,P08912,1
DB01395,P35354,1
DB02553,P00390,1
DB00056,P31995,1
DB03012,P15085,1
DB02631,P19971,1
DB06262,P18825,1
DB00688,O60656,1
DB08690,O14949,1
DB08067,O60674,1
DB00958,P30711,1
DB00642,P00374,1
DB00477,P18825,1
DB02175,P09012,1
DB00849,P33261,1
DB00095,P31994,1
DB00688,P23141,1
DB00898,Q15822,1
DB00501,Q01740,1
DB00586,P33260,1
DB00599,P08684,1
DB01159,Q9UN88,1
DB02010,P49841,1
DB08881,P05177,1
DB01259,P33261,1
DB00132,Q8NER1,1
DB01068,Q8N1C3,1
DB01384,P08684,1
DB04736,Q96LB9,1
DB07256,P54760,1
DB02180,O60551,1
DB00421,P31213,1
DB00285,Q01959,1
DB00157,O95169,1
DB00035,P35354,1
DB01100,P20815,1
DB08778,O14757,1
DB00246,P08912,1
DB04107,P07477,1
DB00371,P14867,1
DB04925,P00747,1
DB09038,P31639,1
DB02845,P22303,1
DB03147,P15559,1
DB04977,P11509,1
DB00404,P47870,1
DB01115,P20815,1
DB01337,P08172,1
DB02073,P09601,1
DB01437,P14867,1
DB06060,P41594,1
DB07314,O14757,1
DB06216,P47898,1
DB06637,Q09470,1
DB03374,P07477,1
DB00412,P33261,1
DB00637,P24462,1
DB01129,P08684,1
DB04776,O00764,1
DB00604,P20813,1
DB00072,P12318,1
DB06712,P33261,1
DB00381,P11712,1
DB00696,P35348,1
DB02325,P23526,1
DB08818,P05362,1
DB06701,P31645,1
DB00844,P41145,1
DB00643,Q71U36,1
DB06929,P00734,1
DB08936,P35367,1
DB00589,P28221,1
DB01174,O15399,1
DB00539,P08684,1
DB00135,Q9Y2Z4,1
DB04920,P05177,1
DB02692,P00439,1
DB00286,P21964,1
DB00338,Q16678,1
DB00437,Q06278,1
DB00568,P05177,1
DB01149,P08913,1
DB03449,P29475,1
DB01398,P35354,1
DB04493,P06744,1
DB00852,P35348,1
DB01426,Q14524,1
DB00661,P10632,1
DB02196,Q14376,1
DB01196,P08684,1
DB00446,P24462,1
DB00728,P08172,1
DB09074,Q9UGN5,1
DB00231,Q8N1C3,1
DB00171,P49902,1
DB03185,P32320,1
DB00943,P27707,1
DB00425,P05177,1
DB04113,P00326,1
DB00939,P23219,1
DB00553,P04798,1
DB00131,P33121,1
DB04249,P99999,1
DB07137,P20248,1
DB00306,O00591,1
DB08236,O15145,1
DB00425,P10635,1
DB01558,P31644,1
DB00473,Q9Y5Y9,1
DB01349,P30556,1
DB04315,Q92930,1
DB00157,Q16718,1
DB02587,O95622,1
DB08330,P31930,1
DB06637,Q96RP8,1
DB01098,P20815,1
DB03128,P10635,1
DB00273,Q16445,1
DB01076,P27487,1
DB00825,Q7Z2W7,1
DB00907,P23975,1
DB00208,P10635,1
DB01614,P21728,1
P48169,O95264,0
DB00735,DB06957,0
DB00168,Q8IVL5,0
DB06603,Q9Y694,0
DB05488,P17544,0
Q9HCD5,P50897,0
Q8TCD5,DB07893,0
DB04912,DB08118,0
Q96GW9,DB03499,0
O95045,DB01431,0
DB02162,DB01365,0
DB07906,DB03006,0
DB02869,Q14626,0
P30559,DB07513,0
P16220,P53004,0
DB06876,DB00002,0
DB01073,DB03983,0
DB07718,DB00017,0
DB01969,DB04612,0
Q03426,DB00435,0
DB08493,Q14957,0
DB00376,Q13946,0
DB07319,P32745,0
DB08122,DB02860,0
DB01782,DB08397,0
DB07589,DB00167,0
Q16671,Q9H936,0
DB07981,DB02161,0
P16066,DB01115,0
DB05463,P01859,0
DB07595,#Drug,0
DB04660,DB01406,0
DB05921,DB02644,0
P0CG04,P17540,0
P35754,Q8N5Z0,0
P56817,DB00389,0
O75936,O14649,0
DB08426,P04040,0
DB04600,DB00737,0
DB02323,P20674,0
Q02809,DB00978,0
DB08804,P04350,0
DB08214,P01877,0
DB08118,DB07050,0
DB06201,DB04544,0
P02746,Q14416,0
DB01131,P16219,0
DB01619,DB04186,0
P07225,DB00028,0
DB08378,DB01908,0
DB04781,DB08410,0
P31040,DB00110,0
DB07683,P07949,0
P22748,DB06999,0
DB05052,O94808,0
Q6IA69,P34130,0
DB06605,DB02763,0
DB07589,DB01022,0
DB08655,DB06480,0
Q7L5Y9,DB01130,0
DB00377,DB07173,0
DB03455,DB00399,0
DB00576,DB00100,0
DB04531,DB03554,0
DB02583,DB03784,0
DB03268,DB08085,0
DB02220,DB04008,0
Q8N159,DB02821,0
DB04930,DB08533,0
DB06147,P31994,0
DB00161,DB04977,0
P15538,DB07461,0
Q9NQ25,Q13443,0
Q9Y697,Q9NZK7,0
Q6WRI0,Q9UGM6,0
Q9NSD9,P00352,0
DB00118,DB00733,0
P54646,O95864,0
DB07683,P10632,0
DB00458,DB07056,0
P09038,DB00694,0
DB07206,DB03331,0
P45452,DB04272,0
DB01219,DB00623,0
P23945,P49221,0
DB02221,P49327,0
Q16772,DB08654,0
DB08004,Q9UN76,0
DB01696,DB04147,0
DB00210,DB01073,0
DB04958,DB06684,0
DB04518,DB00661,0
DB02535,DB08037,0
DB07964,Q9Y666,0
DB06412,P30926,0
DB07255,DB03680,0
DB07549,DB02871,0
P28472,P37059,0
DB08866,Q01959,0
DB00917,DB07685,0
P43005,DB04117,0
DB07428,DB04843,0
P06850,DB04253,0
DB02751,P03886,0
DB08134,DB04933,0
Q9UBM7,P16389,0
P01106,DB09026,0
DB00909,DB07254,0
DB02661,DB02602,0
DB02371,P04183,0
DB01296,P49789,0
DB08292,DB00282,0
DB00823,P28222,0
DB03250,DB00734,0
DB01156,P25705,0
P07814,Q9UG56,0
Q99497,DB00260,0
P33121,DB07244,0
DB02376,DB01437,0
Q9UQL6,P22061,0
DB08826,DB00914,0
DB05374,DB08403,0
DB07006,P30793,0
DB03877,Q86WA6,0
DB06888,DB07829,0
DB02449,Q9BQE3,0
DB06850,DB04152,0
DB03003,DB00040,0
DB07947,DB00682,0
DB07265,DB09047,0
DB04679,DB07513,0
DB08441,DB07393,0
Q16798,Q9UL54,0
P04731,DB07140,0
DB00237,DB01228,0
DB00445,DB04925,0
DB00726,O43175,0
P13498,Q9UL51,0
DB04311,DB03245,0
DB05204,DB02405,0
DB00209,DB00987,0
DB01117,DB08532,0
DB02994,Q9UJT0,0
DB08119,DB00159,0
DB02750,DB00218,0
DB07437,DB05009,0
DB07382,DB01194,0
Q13003,P62826,0
DB00945,DB01226,0
Q99712,DB00754,0
DB01033,DB00823,0
DB08163,DB02727,0
DB04709,P15391,0
DB00716,P10114,0
P62937,DB00374,0
DB07007,DB07102,0
P25092,DB03061,0
P00451,DB05168,0
DB02014,DB05743,0
DB02320,DB01125,0
DB01871,DB00245,0
P49247,DB03976,0
Q96FL8,DB08618,0
DB02418,DB01346,0
Q15303,DB08365,0
DB00712,Q02156,0
DB03975,P05164,0
P10147,P34896,0
DB00822,Q9BZV3,0
DB08062,DB07708,0
P14174,DB06896,0
Q15788,DB07755,0
DB02498,P21917,0
DB08677,DB02464,0
Q9HB55,P98164,0
DB05472,DB00020,0
DB02758,Q86SZ2,0
DB07000,DB00982,0
DB07469,DB00395,0
Q9BW91,DB09082,0
Q86VB7,DB08643,0
DB03509,P61073,0
DB07965,DB07342,0
DB07627,DB06887,0
DB03294,Q96LZ3,0
P10644,Q96QU6,0
O95298,DB05280,0
DB02726,O43923,0
DB01444,DB01025,0
DB06701,DB00911,0
DB00425,DB02692,0
DB07598,DB08057,0
DB01698,DB06372,0
P34972,DB00594,0
DB11363,DB07969,0
DB01535,DB00997,0
P15085,DB08709,0
DB07334,DB00285,0
DB07822,P10114,0
P51149,DB00763,0
Q9Y2D1,P62158,0
DB05243,DB00138,0
DB05595,DB05771,0
DB00800,DB00123,0
DB04828,DB00307,0
DB04851,DB00030,0
P54317,O60568,0
Q96KG9,DB06875,0
DB07930,DB00913,0
Q9NR97,DB03539,0
DB00009,P62913,0
DB01041,DB07909,0
Q9NXE4,Q14749,0
DB04352,DB00849,0
DB01160,DB08498,0
DB08356,DB01185,0
Q13423,DB01130,0
DB07213,Q02763,0
DB00461,DB00674,0
DB02181,DB02877,0
DB07162,Q15661,0
Q16881,Q9HCR9,0
DB08202,DB03277,0
DB00945,Q14353,0
P25929,DB00750,0
P50750,DB00821,0
P15538,DB00436,0
DB00119,Q9UGI9,0
DB01678,DB08910,0
DB00154,P09693,0
Q96GW9,DB00969,0
DB01933,DB07247,0
DB02419,DB07654,0
DB09065,DB00722,0
DB04091,P54886,0
DB07419,DB06850,0
P14920,Q9NY47,0
DB02998,DB02067,0
DB00587,DB07211,0
Q9UIC8,DB03707,0
DB01301,Q15418,0
DB07921,P11488,0
DB07231,DB01481,0
DB09217,DB02820,0
P17812,DB06945,0
DB04871,DB00219,0
DB00161,DB07561,0
DB03466,P07202,0
Q96RP8,Q07869,0
DB02714,DB00254,0
DB01278,P62491,0
DB07622,DB07374,0
DB00136,DB04072,0
DB03506,DB08705,0
P02775,DB01738,0
Q9NSE4,DB01198,0
DB02032,P48029,0
Q9Y663,DB04258,0
Q96EY8,DB06925,0
DB04224,DB07584,0
P49773,P30968,0
DB07975,Q8N8N7,0
DB06211,Q8WTV0,0
DB01002,DB01022,0
DB07242,DB08596,0
DB08410,Q6TME4,0
DB00593,DB09031,0
DB08809,DB06837,0
DB05241,DB01268,0
DB01091,DB08369,0
DB04919,DB00399,0
DB07428,DB01946,0
DB07107,P60981,0
P26358,DB03081,0
DB05443,DB02054,0
DB03220,DB04448,0
DB04523,P02689,0
DB08132,P00403,0
DB03485,DB05003,0
DB03958,P05091,0
DB03292,DB02964,0
DB07769,P41252,0
P19878,O60391,0
DB00209,DB02490,0
DB08641,DB02710,0
DB00061,DB02690,0
DB08250,P29475,0
DB01561,DB03144,0
P00747,DB00723,0
DB08220,P11362,0
Q07001,DB08532,0
DB02491,Q9HA77,0
DB05240,DB00710,0
DB02811,Q99735,0
P14784,DB08423,0
P56817,DB08340,0
DB02091,P28161,0
DB01871,DB08658,0
DB07515,DB04379,0
Q96GD0,DB07852,0
DB00064,DB08180,0
DB04464,DB00028,0
DB07441,DB05033,0
O95180,DB08025,0
P23378,P01834,0
DB07029,P16860,0
DB07060,O14764,0
DB06605,DB05399,0
Q86Y39,P55011,0
P68133,DB07888,0
DB06842,DB02772,0
DB00058,DB01321,0
DB02492,P40261,0
DB06802,DB08486,0
Q06124,Q96HD9,0
P41594,DB03677,0
DB09046,Q13285,0
DB02189,DB07585,0
DB04442,DB05014,0
O95622,P02144,0
DB03643,DB07870,0
DB08566,DB07497,0
DB00690,Q9UMX2,0
DB07015,DB02007,0
P07225,Q16831,0
DB00526,DB04525,0
DB02735,DB01445,0
DB07796,DB03253,0
Q8IVL6,DB08249,0
DB00021,DB05012,0
DB03709,DB08159,0
DB07172,P14598,0
P02585,DB00886,0
DB08531,DB02118,0
DB04521,DB01425,0
Q15825,DB06931,0
P22607,DB07024,0
DB05435,DB04557,0
P00749,DB01195,0
DB02936,DB08182,0
DB08285,P16050,0
Q9ULA0,DB05675,0
DB07978,P18031,0
Q16774,DB03443,0
Q13332,DB02004,0
DB01950,DB01268,0
DB00892,DB00167,0
P42336,DB01327,0
P56696,DB00629,0
DB00270,DB04098,0
DB04531,DB03424,0
DB00281,DB05278,0
DB05736,DB00086,0
P31994,DB01852,0
P24310,DB08250,0
DB08124,DB01204,0
P0CG48,DB01125,0
O60664,P80075,0
P18825,DB05064,0
DB04873,DB03078,0
DB00344,O75116,0
DB05494,DB04865,0
P11509,P68871,0
DB02731,P01579,0
DB05150,P19883,0
DB01149,Q96I99,0
DB03994,DB07320,0
P98170,P78330,0
DB08877,DB03726,0
DB00669,Q9NS40,0
DB07224,Q9UQQ2,0
DB04057,DB06730,0
P16422,DB02148,0
DB02789,DB03310,0
DB02742,DB01283,0
DB01273,DB01259,0
DB07036,P10635,0
Q9GZR5,P10644,0
DB07988,P15391,0
DB00197,Q9Y6K9,0
DB08270,DB05869,0
DB08157,P02585,0
DB07421,DB02345,0
DB00804,DB01933,0
DB00731,DB09242,0
P00387,DB00615,0
P04271,DB05147,0
DB07660,DB08271,0
P31153,DB07193,0
DB05750,DB04842,0
DB00013,DB02445,0
DB07253,DB00397,0
DB01947,DB02504,0
O14842,DB07574,0
DB05786,Q06432,0
Q9HAW9,DB04404,0
DB00594,DB07657,0
P47871,DB04527,0
DB08519,DB08395,0
P61160,P0C0L5,0
DB04832,DB08782,0
DB06853,DB07509,0
DB08292,P27707,0
P51970,DB01953,0
DB08516,Q03403,0
DB05171,DB00353,0
Q96EY8,Q15102,0
P43166,P27338,0
P05108,DB01198,0
DB04404,DB07232,0
DB05490,P05106,0
DB08141,P00450,0
DB05094,DB07033,0
DB03218,DB01088,0
P0C0L4,DB07708,0
DB00008,DB03447,0
P62258,DB04108,0
DB07628,P01019,0
DB03268,DB01401,0
Q9UQD0,DB08087,0
DB08916,P62508,0
DB02963,DB00162,0
DB05471,P23141,0
P98066,Q9UGI9,0
DB08312,Q7RTV2,0
DB01254,P48061,0
DB07001,DB04150,0
Q16099,P69905,0
P35754,O15111,0
P14625,DB08836,0
Q9Y6B6,DB05773,0
DB01766,DB08672,0
DB01029,DB00606,0
DB06756,P23975,0
DB03311,P38484,0
P04839,DB04368,0
Q8WX39,DB08178,0
P22460,DB02407,0
DB02187,Q16878,0
Q13627,DB02767,0
DB01242,DB07326,0
DB08167,Q9Y345,0
DB07593,P01744,0
DB08896,DB07666,0
DB01922,P17812,0
P22061,DB07747,0
O43766,DB00364,0
DB06932,DB00006,0
DB00187,P13584,0
DB08023,DB03626,0
Q9UKV0,DB00986,0
DB00153,DB07108,0
Q9HD40,P18405,0
DB03643,DB04845,0
DB00979,DB06842,0
DB04472,DB06751,0
P41595,DB07854,0
DB01664,DB00051,0
DB08453,DB04938,0
DB00713,DB03273,0
DB07683,P52569,0
DB00593,DB00095,0
DB07215,Q9Y5R2,0
Q92506,DB04795,0
DB07587,DB00875,0
DB06709,DB07115,0
DB06990,Q07954,0
DB05345,O14556,0
Q9BYZ2,DB02220,0
Q92934,DB08473,0
P01877,DB08357,0
DB00740,DB01174,0
DB03461,DB08332,0
DB05750,Q16665,0
DB06439,DB07446,0
DB01232,DB02497,0
Q99643,DB01289,0
DB04579,DB00765,0
DB03642,Q16654,0
O43776,DB05369,0
DB05153,DB05250,0
DB01917,P55055,0
DB06909,Q9Y5N1,0
DB06918,DB05311,0
DB00719,Q04609,0
DB07277,DB01807,0
DB07872,Q06187,0
DB07626,Q9NWZ3,0
Q02318,Q9UL54,0
DB07949,DB03642,0
DB05443,DB08312,0
DB06868,DB08151,0
P05108,DB00451,0
DB00126,DB02077,0
Q15075,P02452,0
DB01278,DB03279,0
DB00424,Q13093,0
DB03981,DB03490,0
DB00210,O43708,0
DB02757,DB04920,0
DB07840,P48039,0
Q16671,Q9UBS5,0
DB00373,P00751,0
Q9Y275,P07478,0
DB02056,P21462,0
Q8IUZ5,DB04000,0
DB00449,DB08534,0
P99999,P07204,0
P28066,DB02712,0
DB01647,DB06738,0
P02746,DB00775,0
DB01400,DB01073,0
P49747,DB01558,0
DB04924,DB06678,0
DB00690,DB07453,0
DB07942,DB00457,0
DB01136,P01303,0
DB06766,DB02306,0
DB08770,Q03431,0
DB03441,DB03349,0
DB07482,DB08915,0
DB00042,DB08539,0
DB05367,DB06939,0
DB03856,DB04632,0
DB08864,DB04275,0
DB06905,DB05451,0
P09669,P35398,0
DB04223,DB02857,0
DB07330,Q9Y275,0
Q9H2G2,DB07457,0
DB08053,P00338,0
DB01615,DB01698,0
DB03286,Q9NS18,0
DB07670,DB07329,0
P41250,P08758,0
DB03948,DB01577,0
DB03509,Q96BI3,0
DB06989,P53609,0
DB07881,P07686,0
Q9H1R3,Q13627,0
DB00295,DB08224,0
DB02118,DB01006,0
DB05488,DB03120,0
DB03551,P26640,0
P35568,DB03606,0
P03956,P16233,0
DB04757,DB05092,0
DB01820,DB08200,0
DB07519,DB07749,0
DB01081,DB04036,0
DB02573,DB04620,0
DB02472,P22314,0
Q96NX5,Q08462,0
DB07550,DB09018,0
DB01081,DB07145,0
P47895,Q8NFJ5,0
DB07455,DB02499,0
DB00172,Q13423,0
DB07015,DB00771,0
DB00019,DB01439,0
DB07289,DB04934,0
Q96PF1,P10147,0
DB04542,DB08088,0
Q9GZP0,P09110,0
DB07134,DB01725,0
DB01623,DB08577,0
P17540,DB05785,0
DB03251,DB03910,0
DB08387,DB08915,0
Q9Y600,DB01615,0
DB01157,DB07612,0
DB03984,DB06869,0
P11021,DB04513,0
DB05419,Q99519,0
DB05879,DB06916,0
DB08822,P23219,0
P14210,DB03276,0
DB03401,Q9UKG9,0
DB05855,O43175,0
DB08175,DB06101,0
DB07180,DB08313,0
DB00333,DB06693,0
DB07766,DB07066,0
DB04767,P07711,0
Q9UBK8,DB03802,0
DB05069,DB01129,0
Q15758,DB04434,0
DB04648,DB06979,0
DB07858,Q01118,0
DB06871,P18847,0
Q9Y275,DB07950,0
DB00013,DB04676,0
Q15185,DB03397,0
DB07034,Q96AE4,0
DB04237,Q16222,0
DB04237,DB00312,0
Q96A70,O43678,0
DB07593,DB07920,0
DB07878,DB03598,0
DB01281,DB02162,0
DB04849,DB08800,0
DB05501,DB05153,0
P12821,DB00663,0
O15145,P35625,0
DB03850,DB09080,0
P14867,DB00047,0
P02585,DB08149,0
O75600,DB05065,0
P49761,DB03380,0
Q9Y600,O94760,0
DB08674,DB07165,0
DB02351,DB01966,0
DB03016,DB06097,0
DB07639,DB00219,0
DB00390,P51172,0
DB07655,DB00688,0
DB07783,DB04001,0
DB07749,DB00207,0
DB02709,O15239,0
O00204,DB08783,0
DB07223,DB08774,0
DB03704,DB04020,0
DB08345,DB07447,0
DB03637,Q8N119,0
DB01407,DB01270,0
DB08641,DB04400,0
DB08387,Q15842,0
P43005,DB07970,0
DB00149,P36896,0
DB05240,P05186,0
P24347,DB01303,0
Q99259,Q9BYF1,0
P35557,DB02822,0
DB05298,DB05098,0
P36888,P35243,0
DB01577,DB00089,0
P23368,DB01359,0
O14746,DB02039,0
Q13231,DB00243,0
Q9NY47,P10646,0
DB02745,DB04108,0
DB02207,DB05366,0
DB07848,DB07356,0
O43704,DB05099,0
DB03837,DB04644,0
P47870,DB02835,0
DB02889,O60779,0
DB04741,DB03213,0
DB01180,P19320,0
P01106,DB08816,0
DB02056,DB05200,0
DB07716,DB04779,0
DB04707,P56192,0
P00749,P05451,0
Q969V6,DB08776,0
Q7Z2H8,Q16836,0
DB00344,P07947,0
Q16348,DB01705,0
DB01843,DB04312,0
DB05053,DB03667,0
DB05744,DB07700,0
DB03220,DB04544,0
P54855,DB01972,0
Q7Z406,DB00757,0
DB01738,P13727,0
DB01403,DB00196,0
DB01399,P35372,0
P78362,DB00264,0
DB00853,DB06693,0
DB07243,DB08077,0
P17931,Q8TDS4,0
P10600,DB03953,0
DB02491,P05108,0
DB06741,DB01960,0
DB01631,DB08232,0
DB07723,DB07991,0
P56696,P01270,0
DB04232,DB08464,0
P61626,P06400,0
P43405,DB04821,0
P02452,P50607,0
DB07664,DB08392,0
DB07314,DB05240,0
DB08699,DB07796,0
DB08179,DB00073,0
DB00201,Q16850,0
DB06089,DB04760,0
DB04770,P35913,0
P43007,DB07913,0
DB01273,DB07212,0
DB07987,DB08744,0
DB00423,DB08280,0
P12724,DB03645,0
DB02016,O14521,0
DB07711,Q15119,0
O95865,DB04861,0
DB00705,DB07933,0
DB07186,DB03800,0
DB07801,DB06211,0
DB00353,Q96AZ6,0
DB01819,DB08424,0
DB08914,DB04563,0
DB06849,DB00231,0
DB07448,P50613,0
Q92952,P61024,0
DB00025,DB01169,0
DB07563,P53674,0
DB02515,DB03305,0
DB01233,Q96RP8,0
DB05740,DB01146,0
P16662,P29275,0
DB08693,DB08070,0
DB01276,DB08549,0
P09382,DB02873,0
DB00280,DB00029,0
Q00169,P31327,0
DB07503,DB08422,0
DB00414,DB00728,0
Q9Y6B6,DB03393,0
Q9ULK0,Q8TCC7,0
DB02115,DB02485,0
DB01988,DB00128,0
DB01095,DB00176,0
P48167,DB07116,0
P63208,DB05018,0
DB04057,DB05266,0
DB01863,O14964,0
P43235,DB06897,0
DB07784,DB04867,0
DB00698,P16499,0
DB02623,DB07538,0
DB07410,P07550,0
P43115,DB07341,0
DB07087,DB04795,0
DB08125,DB07263,0
P13716,DB01728,0
DB00988,P11488,0
DB08354,Q14957,0
P15289,P23921,0
DB04898,DB06894,0
DB00961,P07585,0
Q86XF0,P35626,0
DB03279,DB01694,0
DB01840,DB07092,0
DB01977,DB00364,0
DB04837,DB03721,0
DB03373,P43003,0
Q99250,P01116,0
P47929,Q16790,0
DB09026,DB04260,0
P07947,DB05017,0
Q9UQF2,DB04551,0
Q16134,DB00499,0
DB05125,DB08424,0
DB00775,O60512,0
DB04521,DB02603,0
DB00822,DB02911,0
Q6W5P4,P10398,0
P32239,DB08697,0
DB07230,DB06655,0
DB00459,DB01268,0
DB03962,O43708,0
DB08388,P22695,0
DB00641,O43920,0
Q9NPA1,P09917,0
Q9ULX7,DB04542,0
DB09272,DB03935,0
Q00653,DB02221,0
Q9UJS0,DB08291,0
O95932,DB07167,0
DB02871,DB08442,0
DB07715,DB04675,0
DB07503,DB08534,0
DB07876,Q13838,0
DB08597,DB05484,0
DB08385,Q16772,0
DB02081,DB02757,0
DB01024,P48443,0
DB07916,P84077,0
DB03408,DB00432,0
DB04816,P54317,0
DB05484,DB07761,0
P18085,DB00686,0
Q14573,P17948,0
DB07598,P04035,0
P54278,DB09054,0
DB08564,DB04679,0
P51812,DB01969,0
DB03909,O75874,0
DB01142,DB00405,0
DB08599,P06732,0
DB05443,DB08549,0
DB07009,DB00949,0
DB04387,Q9NYK1,0
Q9P2R7,P18405,0
P25929,Q8IWT1,0
Q9NQS7,DB00637,0
DB01649,DB01966,0
DB08008,DB07521,0
DB05715,DB04235,0
DB07801,DB07863,0
DB01054,DB01056,0
DB01594,DB00700,0
Q6NS38,P09211,0
DB08690,DB08760,0
DB02773,DB00675,0
DB04616,DB08495,0
DB07231,P07585,0
P11172,DB03504,0
Q9NY47,DB06781,0
P24394,DB07069,0
O00483,Q9NUV7,0
DB05744,O95644,0
DB07255,DB01160,0
DB09045,DB00774,0
P51970,DB07358,0
DB02220,P21283,0
DB01001,DB00758,0
DB04680,DB02164,0
Q9Y619,O75173,0
DB03220,DB00451,0
P08246,P61769,0
DB05150,DB00642,0
DB03899,DB04050,0
DB00867,Q9UJM8,0
O14920,Q92876,0
P00403,P31749,0
P01178,DB08760,0
DB02831,P62829,0
Q8N159,DB05657,0
DB00298,Q99835,0
DB00890,DB03801,0
DB05005,DB08236,0
DB05319,P01744,0
P15151,Q9BQE3,0
DB04495,DB02292,0
DB00730,Q9Y6B6,0
DB07855,Q9UBQ6,0
P24347,P49619,0
DB00250,DB07449,0
DB02585,DB03740,0
DB05115,DB02418,0
DB03351,DB03499,0
DB08764,DB00541,0
P19793,P21554,0
DB07368,P31350,0
DB03981,DB03962,0
DB00669,Q9Y691,0
DB03132,DB07122,0
P35869,Q00796,0
Q86XF0,DB01370,0
DB00402,DB05216,0
DB00275,DB07498,0
DB04622,DB07468,0
DB03329,DB00273,0
O15264,P30711,0
DB07019,DB01953,0
O14521,P54687,0
DB01327,DB00400,0
Q99436,Q8WY07,0
DB01109,DB00312,0
DB09280,DB04446,0
P55011,DB02783,0
Q7RTV2,DB00291,0
DB04534,P34995,0
DB00211,DB02435,0
DB02527,DB04109,0
DB04014,P35228,0
O15511,DB05200,0
DB00199,Q92887,0
P61769,Q92769,0
DB02859,DB07537,0
O76082,Q01740,0
DB07412,DB02759,0
DB08750,DB08133,0
O14717,P04053,0
DB06944,DB00985,0
DB06879,P05187,0
DB00517,DB03455,0
Q15118,P33527,0
P42263,DB00949,0
Q9Y697,DB03443,0
DB00153,O00764,0
Q00535,DB08709,0
DB01712,DB05913,0
P02760,P54687,0
P22061,DB05490,0
DB02093,DB06643,0
Q05315,DB04215,0
DB01997,DB09039,0
P19793,DB06317,0
DB03832,DB08484,0
P19623,DB07167,0
DB09063,P35558,0
DB07567,DB02481,0
DB03921,DB00940,0
P49356,DB05777,0
DB01113,DB01571,0
P11836,Q9BVM4,0
DB07642,Q00987,0
DB00621,DB07077,0
Q9H1K4,DB08007,0
DB02709,DB04961,0
O75600,DB07638,0
P21283,Q9P2W7,0
DB05464,P00480,0
DB00126,DB00821,0
P19021,DB00175,0
DB00452,DB05050,0
DB04544,DB04083,0
DB04865,DB08258,0
P00374,P16422,0
DB01444,DB04588,0
DB05219,DB02701,0
DB00770,DB01175,0
P07900,DB01472,0
P30968,DB00601,0
DB05034,P18283,0
DB03591,Q86VU5,0
DB07134,DB08191,0
DB03554,O95298,0
DB03429,P05067,0
O60942,DB04327,0
DB05149,DB05159,0
P16410,DB05282,0
DB02660,DB02068,0
DB08497,DB08640,0
P22607,DB07412,0
DB08044,DB05265,0
DB02052,DB03845,0
DB08677,P61024,0
DB04824,DB07537,0
DB00150,DB01320,0
DB03137,O75828,0
Q86UW8,DB01254,0
P10768,DB07657,0
DB09036,DB04389,0
P00352,DB03690,0
DB01171,DB07641,0
DB08480,P30419,0
P54317,DB00655,0
Q99436,Q16620,0
DB01705,O60894,0
DB07348,DB03173,0
DB00464,Q5T601,0
DB03909,DB00490,0
DB02008,DB02155,0
DB02818,DB07531,0
P23528,P18505,0
DB00854,DB03499,0
DB08746,Q8WUI4,0
DB06862,DB00615,0
DB00372,DB08166,0
DB06837,P78508,0
DB01840,DB00996,0
Q99933,Q9GZR5,0
DB07010,DB00270,0
P30542,O00341,0
DB08047,DB08762,0
P35462,DB04079,0
P09172,DB03448,0
Q15075,P22459,0
P28161,DB06995,0
DB03683,DB04942,0
DB02308,DB08400,0
DB02358,Q9NS18,0
DB01818,DB00405,0
DB04882,P07098,0
DB07623,DB04233,0
DB02611,DB04301,0
DB00624,P03886,0
DB04150,DB01809,0
P21462,DB01339,0
O00591,DB05854,0
DB05307,DB01016,0
DB01082,DB03484,0
DB08932,DB07467,0
O00142,DB05142,0
DB01640,O60895,0
DB04827,DB01119,0
DB08601,DB03201,0
DB06684,DB04355,0
DB05688,Q86SZ2,0
DB00244,DB07932,0
DB00163,DB00174,0
